0.3898341655731201,0.3,0.35,0.35
1.1543498039245605,0.31,0.34,0.35
1.3335821628570557,0.3,0.36,0.34
1.5053532123565674,0.31,0.38,0.31
1.673039197921753,0.3,0.39,0.31
1.841139793395996,0.31,0.39,0.3
2.009345531463623,0.3,0.4,0.3
2.185931921005249,0.3,0.39,0.31
2.39511775970459,0.3,0.39,0.31
2.562697410583496,0.3,0.39,0.31
2.733337163925171,0.32,0.35,0.33
2.901092052459717,0.31,0.32,0.37
3.10258412361145,0.31,0.33,0.36
3.301746129989624,0.33,0.3,0.37
3.4753825664520264,0.33,0.29,0.38
3.7142586708068848,0.32,0.28,0.4
3.890312433242798,0.3,0.35,0.35
4.062618732452393,0.3,0.36,0.34
4.260450839996338,0.3,0.35,0.35
4.430293321609497,0.32,0.34,0.34
4.620064735412598,0.3,0.36,0.34
4.793256759643555,0.34,0.36,0.3
4.9678404331207275,0.35,0.35,0.3
5.14450478553772,0.35,0.38,0.27
5.324227571487427,0.35,0.36,0.29
5.498418092727661,0.35,0.39,0.26
5.672980785369873,0.35,0.38,0.27
5.844384670257568,0.37,0.38,0.25
6.015308856964111,0.39,0.37,0.24
6.190723180770874,0.41,0.33,0.26
6.369147300720215,0.41,0.33,0.26
6.540444612503052,0.4,0.33,0.27
6.714428186416626,0.39,0.33,0.28
6.882190227508545,0.39,0.33,0.28
7.057342052459717,0.39,0.33,0.28
7.233527183532715,0.39,0.34,0.27
7.407655477523804,0.39,0.34,0.27
7.5781354904174805,0.39,0.34,0.27
7.7488343715667725,0.38,0.34,0.28
7.925370454788208,0.39,0.35,0.26
8.102602481842041,0.39,0.35,0.26
8.276323795318604,0.38,0.36,0.26
8.445842742919922,0.35,0.39,0.26
8.614206552505493,0.33,0.39,0.28
8.788540840148926,0.33,0.4,0.27
8.958788394927979,0.34,0.39,0.27
9.126991510391235,0.36,0.37,0.27
9.29948902130127,0.35,0.37,0.28
9.4765625,0.36,0.35,0.29
9.662824153900146,0.36,0.34,0.3
9.836313486099243,0.37,0.36,0.27
10.002818822860718,0.35,0.39,0.26
10.172232151031494,0.33,0.42,0.25
10.351068258285522,0.32,0.43,0.25
10.522844314575195,0.29,0.45,0.26
10.695191621780396,0.28,0.46,0.26
10.889364957809448,0.25,0.49,0.26
11.077581882476807,0.24,0.5,0.26
11.246625185012817,0.24,0.5,0.26
11.415842533111572,0.24,0.5,0.26
11.585453987121582,0.23,0.51,0.26
11.753688335418701,0.23,0.5,0.27
11.927159070968628,0.22,0.52,0.26
12.09836220741272,0.21,0.56,0.23
12.266202449798584,0.19,0.58,0.23
12.438749551773071,0.17,0.55,0.28
12.612668991088867,0.12,0.61,0.27
12.786259174346924,0.08,0.67,0.25
12.960696935653687,0.05,0.69,0.26
13.154590129852295,0.04,0.73,0.23
13.330562591552734,0.04,0.72,0.24
13.500879049301147,0.05,0.69,0.26
13.679264545440674,0.04,0.73,0.23
13.850243330001831,0.04,0.76,0.2
14.027953386306763,0.04,0.76,0.2
14.19625449180603,0.04,0.74,0.22
14.405628204345703,0.05,0.67,0.28
14.581468105316162,0.06,0.61,0.33
14.761200904846191,0.07,0.5,0.43
14.935419797897339,0.08,0.4,0.52
15.104107856750488,0.08,0.35,0.57
15.275981664657593,0.08,0.33,0.59
15.445321321487427,0.08,0.31,0.61
15.614317178726196,0.08,0.31,0.61
15.787357807159424,0.08,0.28,0.64
15.958374500274658,0.07,0.25,0.68
16.123902320861816,0.06,0.2,0.74
16.290380001068115,0.05,0.19,0.76
16.481517553329468,0.05,0.2,0.75
16.651673793792725,0.04,0.18,0.78
16.820565462112427,0.04,0.17,0.79
16.994558095932007,0.04,0.16,0.8
17.171912908554077,0.04,0.11,0.85
17.34284496307373,0.03,0.11,0.86
17.51891016960144,0.01,0.12,0.87
17.6895751953125,0.01,0.11,0.88
17.85787272453308,0.0,0.1,0.9
18.0284104347229,0.0,0.08,0.92
18.236609935760498,0.0,0.08,0.92
18.409594774246216,0.0,0.11,0.89
18.578334093093872,0.0,0.11,0.89
18.746119260787964,0.0,0.09,0.91
18.913002014160156,0.0,0.06,0.94
19.07856035232544,0.0,0.06,0.94
19.24265170097351,0.0,0.06,0.94
19.407721519470215,0.0,0.09,0.91
19.57527494430542,0.0,0.08,0.92
19.74332857131958,0.0,0.08,0.92
19.910277843475342,0.0,0.05,0.95
20.078222513198853,0.0,0.05,0.95
20.2430477142334,0.0,0.05,0.95
20.406649351119995,0.0,0.06,0.94
20.5733482837677,0.0,0.05,0.95
20.739083290100098,0.01,0.05,0.94
20.90479063987732,0.0,0.06,0.94
21.072457790374756,0.0,0.06,0.94
21.24193525314331,0.0,0.06,0.94
21.407649755477905,0.0,0.06,0.94
21.57568049430847,0.0,0.05,0.95
